Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2011-123T14:32:45.9110Z [May 03] ( 24.399,  89.492)      20312             0       1       3    76694
2011-123T14:32:46.0040Z [May 03] ( 24.521,  89.745)      41290           109       3       6    76694
2011-123T14:32:46.4517Z [May 03] ( 22.403,  88.082)       9462             0       1       2    76694
2011-123T14:32:46.6738Z [May 03] ( 22.586,  88.105)      44064            67       4       7    76694
2011-123T14:32:47.0175Z [May 03] ( 22.373,  88.008)      14286           236       2       2    76694
2011-123T14:32:47.2412Z [May 03] ( 24.015,  89.561)     596087           431      17      97    76694
2011-123T14:32:47.4417Z [May 03] ( 24.463,  89.425)     716057           490      11      77    76694
2011-123T14:32:47.5457Z [May 03] ( 22.482,  88.075)     447913           334      11      38    76694
2011-123T14:32:48.1668Z [May 03] ( 22.416,  88.108)      19422            82       3       4    76694
2011-123T14:32:48.3140Z [May 03] ( 24.629,  89.284)      78981           262       8      17    76694
2011-123T14:32:48.3175Z [May 03] ( 25.249,  90.000)       5536             0       1       1    76694
2011-123T14:32:48.5231Z [May 03] ( 24.532,  89.702)      23269            34       2       4    76694
2011-123T14:32:48.6864Z [May 03] ( 22.557,  88.102)     674980           223      14      62    76694
2011-123T14:32:48.7808Z [May 03] ( 24.349,  89.426)      19952           118       2       4    76694
2011-123T14:32:48.9673Z [May 03] ( 23.747,  89.554)     369416           592      17      52    76694
2011-123T14:32:49.0105Z [May 03] ( 24.434,  89.374)      29179            23       2       7    76694
2011-123T14:32:49.3054Z [May 03] ( 24.511,  89.768)     117900           188      11      17    76694
2011-123T14:32:49.3095Z [May 03] ( 22.379,  88.012)       4870             0       1       1    76694
2011-123T14:32:49.5813Z [May 03] ( 22.456,  88.139)     122012           535      11      20    76694
2011-123T14:32:49.8718Z [May 03] ( 23.841,  87.864)     486812           255      11      43    76694
2011-123T14:32:50.2849Z [May 03] ( 22.564,  88.031)     264327           541      18      39    76694
2011-123T14:32:50.6808Z [May 03] ( 24.447,  89.535)      16906           145       4       4    76694
2011-123T14:32:50.8095Z [May 03] ( 24.481,  89.808)      37788           202       4       9    76694
2011-123T14:32:50.8758Z [May 03] ( 23.739,  88.070)     147847           335       8      26    76694
2011-123T14:32:50.9029Z [May 03] ( 22.455,  88.113)      72995           169       3      12    76694
2011-123T14:32:51.1286Z [May 03] ( 25.393,  90.059)      92366           196       5      10    76694
2011-123T14:32:51.6009Z [May 03] ( 25.285,  90.080)      17524             0       1       3    76694
2011-123T14:32:51.6833Z [May 03] ( 22.535,  88.095)      50166           109       4       7    76694
2011-123T14:32:51.7104Z [May 03] ( 23.716,  88.133)    1190409           164      12      92    76694
2011-123T14:32:51.9235Z [May 03] ( 24.549,  89.799)      66137            89       6      13    76694
2011-123T14:32:51.9682Z [May 03] ( 24.570,  89.420)      33619           206       4       8    76694
2011-123T14:32:52.1793Z [May 03] ( 25.237,  90.028)      44614            27       2       5    76694
2011-123T14:32:52.2994Z [May 03] ( 24.498,  89.662)       8885             0       1       2    76694
2011-123T14:32:52.5682Z [May 03] ( 22.572,  88.164)      35506           198       5       7    76694
2011-123T14:32:52.8778Z [May 03] ( 23.502,  89.455)     172337           234      10      35    76694
2011-123T14:32:53.2843Z [May 03] ( 24.521,  89.707)     130040           257       8      16    76694
2011-123T14:32:53.3486Z [May 03] ( 22.397,  87.834)     156659            67       7      21    76694
2011-123T14:32:53.4526Z [May 03] ( 22.494,  88.090)     421101           404      11      39    76694
2011-123T14:32:53.5707Z [May 03] ( 22.394,  88.042)      29215           245       3       5    76694
2011-123T14:32:53.6009Z [May 03] ( 22.595,  88.051)     329157           414      12      37    76694
2011-123T14:32:54.0416Z [May 03] ( 25.309,  90.077)       5473             0       1       1    76694
2011-123T14:32:54.2798Z [May 03] ( 24.461,  89.757)      14982             0       1       3    76694
2011-123T14:32:54.4943Z [May 03] ( 25.455,  90.319)     302877           231      11      34    76694
2011-123T14:32:54.6989Z [May 03] ( 25.455,  90.223)      56085            65       6       8    76694
2011-123T14:32:54.7039Z [May 03] ( 22.448,  88.160)       4870             0       1       1    76694
2011-123T14:32:54.7541Z [May 03] ( 22.569,  88.079)     121731           270       6      15    76694
2011-123T14:32:54.7793Z [May 03] ( 22.506,  87.755)     118179           298       9      19    76694
2011-123T14:32:54.8079Z [May 03] ( 25.242,  90.149)       8885             0       1       2    76694
2011-123T14:32:54.9581Z [May 03] ( 25.447,  90.390)      24530            93       4       5    76694
2011-123T14:32:55.1622Z [May 03] ( 24.521,  89.684)      32307           132       3       7    76694
2011-123T14:32:55.1823Z [May 03] ( 22.428,  88.094)      43828           232       4       9    76694
2011-123T14:32:55.3360Z [May 03] ( 24.502,  89.768)      27962           256       3       6    76694
2011-123T14:32:55.3953Z [May 03] ( 22.556,  88.161)     168919           363       9      20    76694
2011-123T14:32:55.4094Z [May 03] ( 24.441,  89.405)      29693           116       3       7    76694
2011-123T14:32:55.4114Z [May 03] ( 22.949,  89.362)     154883           612       7      22    76694
2011-123T14:32:55.4722Z [May 03] ( 25.383,  90.242)     129302           377       6      14    76694
2011-123T14:32:55.5561Z [May 03] ( 23.059,  89.130)     239930           445      12      45    76694
2011-123T14:32:55.7461Z [May 03] ( 23.065,  89.239)     154028             0       1      17    76694
2011-123T14:32:55.7853Z [May 03] ( 25.248,  89.901)     140884           139       5      26    76694
2011-123T14:32:55.8104Z [May 03] ( 25.507,  90.396)      88186           933       6      15    76694
2011-123T14:32:56.6501Z [May 03] ( 24.495,  89.515)     147397           345      10      24    76694
2011-123T14:32:56.8134Z [May 03] ( 24.492,  89.846)    1104506           610      23     117    76694
2011-123T14:32:56.9566Z [May 03] ( 22.537,  88.067)     636687          1203      34      77    76694
2011-123T14:32:57.2466Z [May 03] ( 23.173,  89.465)      45785           152       2       9    76694
2011-123T14:32:57.3164Z [May 03] ( 25.483,  90.545)      47105           123       4       6    76694
2011-123T14:32:57.4827Z [May 03] ( 23.385,  89.459)      33469             2       2       6    76694
2011-123T14:32:57.5958Z [May 03] ( 25.315,  90.354)      24433           107       2       4    76694
2011-123T14:32:57.6335Z [May 03] ( 22.439,  88.142)      49449           134       4       7    76694
2011-123T14:32:57.8089Z [May 03] ( 24.538,  89.752)     103745           389       8      21    76694
2011-123T14:32:57.9285Z [May 03] ( 22.591,  87.954)     533445           444      22      66    76694
2011-123T14:32:57.9395Z [May 03] ( 24.491,  89.650)      43141           207       6       9    76694
2011-123T14:32:58.1847Z [May 03] ( 23.810,  88.007)     116912            80       8      17    76694
2011-123T14:32:58.2330Z [May 03] ( 25.347,  90.236)      81256           164       5      12    76694
2011-123T14:32:58.3887Z [May 03] ( 25.469,  90.344)      15248             0       1       2    76694
2011-123T14:32:58.4802Z [May 03] ( 22.457,  87.990)    1131225           624      28     106    76694
2011-123T14:32:58.5732Z [May 03] ( 25.493,  90.614)      79136           102       3      11    76694
2011-123T14:32:58.6073Z [May 03] ( 25.384,  90.657)      10824             0       1       2    76694
2011-123T14:32:58.6737Z [May 03] ( 25.436,  90.493)      34552           128       3       6    76694
2011-123T14:32:58.6983Z [May 03] ( 25.587,  90.581)      15625             0       1       3    76694
2011-123T14:32:58.7722Z [May 03] ( 25.408,  90.365)     415541          1017      24      70    76694
2011-123T14:32:59.1033Z [May 03] ( 22.472,  87.554)      32022            83       5       7    76694
2011-123T14:32:59.3626Z [May 03] ( 24.523,  89.410)      32921           281       3       7    76694
2011-123T14:32:59.4114Z [May 03] ( 22.404,  88.073)      24364           218       5       5    76694
2011-123T14:32:59.4129Z [May 03] ( 25.507,  90.533)      48066            37       2       6    76694
2011-123T14:32:59.4219Z [May 03] ( 25.565,  90.415)     577159           399      25      72    76694
2011-123T14:32:59.4380Z [May 03] ( 24.540,  89.366)       4158             0       1       1    76694
2011-123T14:32:59.4505Z [May 03] ( 25.619,  90.365)     323214           266       6      33    76694
2011-123T14:32:59.4757Z [May 03] ( 25.489,  90.308)     791111           379      18      81    76694
2011-123T14:32:59.5184Z [May 03] ( 22.570,  88.156)      31291           168       4       6    76694
2011-123T14:32:59.6546Z [May 03] ( 25.530,  90.610)      35539           231       3       7    76694
2011-123T14:32:59.9214Z [May 03] ( 25.938,  89.447)     707465           184       9      67    76694
2011-123T14:32:59.9807Z [May 03] ( 24.621,  89.405)     305761           229      16      50    76694
2011-123T14:33:00.0144Z [May 03] ( 24.486,  89.710)      68920           243       6      11    76694
2011-123T14:33:00.0862Z [May 03] ( 24.656,  89.320)      84110           152       4      15    76694
2011-123T14:33:00.1329Z [May 03] ( 22.617,  88.084)    1340321           486      30     101    76694
2011-123T14:33:00.1505Z [May 03] ( 25.389,  90.068)     158511           100       4      20    76694
2011-123T14:33:00.4983Z [May 03] ( 24.344,  89.430)     141138           182       8      25    76694
2011-123T14:33:00.6450Z [May 03] ( 23.780,  89.421)     730793           628      16     115    76694
2011-123T14:33:01.0264Z [May 03] ( 24.532,  89.303)     205134           271      12      30    76694
2011-123T14:33:01.0782Z [May 03] ( 24.716,  89.836)    1478613          2227      38     178    76694
2011-123T14:33:01.0978Z [May 03] ( 22.482,  88.065)     148749           195       5      19    76694
2011-123T14:33:01.1535Z [May 03] ( 25.468,  90.362)     318743           753      24      54    76694
2011-123T14:33:01.1746Z [May 03] ( 23.525,  89.554)     889164           379       9      68    76694
2011-123T14:33:01.2555Z [May 03] ( 23.792,  89.246)     384058           529      19      80    76694
2011-123T14:33:01.5113Z [May 03] ( 25.507,  90.591)      18044            19       2       3    76694
2011-123T14:33:01.7083Z [May 03] ( 25.291,  90.116)       9462             0       1       2    76694
2011-123T14:33:01.7530Z [May 03] ( 24.343,  89.600)     105302           155       3      24    76694
2011-123T14:33:01.7565Z [May 03] ( 25.445,  90.646)      16434            32       3       3    76694
2011-123T14:33:01.7621Z [May 03] ( 25.600,  90.586)     543509           474      18      66    76694
2011-123T14:33:01.8319Z [May 03] ( 25.400,  90.217)       8084             0       1       2    76694
2011-123T14:33:01.9681Z [May 03] ( 25.497,  90.489)     120472           114       7      18    76694
2011-123T14:33:02.0882Z [May 03] ( 24.521,  89.723)      33596             0       1       4    76694
2011-123T14:33:02.1043Z [May 03] ( 22.545,  88.075)     105685           102       3      10    76694
2011-123T14:33:02.1380Z [May 03] ( 23.707,  89.273)      55465             0       1      12    76694
2011-123T14:33:02.2957Z [May 03] ( 24.722,  89.953)    2796544          1385      45     282    76694
2011-123T14:33:02.5535Z [May 03] ( 22.448,  88.056)      11129            48       2       2    76694
2011-123T14:33:02.6806Z [May 03] ( 25.396,  90.553)     103339           318       5      18    76694
2011-123T14:33:02.7379Z [May 03] ( 22.468,  88.132)     212916           698      15      36    76694
2011-123T14:33:02.9294Z [May 03] ( 24.456,  89.596)      51182             0       1       6    76694
2011-123T14:33:02.9977Z [May 03] ( 25.417,  90.443)      71749           192       4      11    76694
2011-123T14:33:03.0063Z [May 03] ( 24.479,  89.798)     100329           315       9      19    76694
2011-123T14:33:03.0837Z [May 03] ( 22.543,  88.215)      13229           118       2       3    76694
2011-123T14:33:03.1962Z [May 03] ( 25.887,  89.512)     851209           437      18      71    76694
2011-123T14:33:03.2731Z [May 03] ( 26.653,  90.407)      34448           295       6       8    76694
2011-123T14:33:03.2892Z [May 03] ( 25.464,  90.340)      32577             0       1       4    76694
2011-123T14:33:03.4058Z [May 03] ( 25.546,  90.366)      78148           236       6      13    76694
2011-123T14:33:03.4148Z [May 03] ( 25.496,  90.403)      32416             0       1       4    76694
2011-123T14:33:03.5922Z [May 03] ( 24.500,  89.724)      11009             0       1       2    76694
2011-123T14:33:04.1058Z [May 03] ( 25.577,  90.653)     308395           397      13      40    76694
2011-123T14:33:04.2580Z [May 03] ( 25.438,  90.391)      12748             0       1       3    76694
2011-123T14:33:04.6128Z [May 03] ( 25.517,  90.520)      54731           184       4       8    76694
2011-123T14:33:04.6284Z [May 03] ( 25.451,  90.588)     187689           426       9      21    76694
2011-123T14:33:04.6465Z [May 03] ( 25.241,  90.029)      33045            59       4       7    76694
