Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2012-133T23:00:47.7130Z [May 12] ( 23.621,  90.456)     291927           222       7      63    82544
2012-133T23:00:47.7457Z [May 12] ( 23.559,  90.533)      14346            46       3       4    82544
2012-133T23:00:48.1306Z [May 12] ( 23.321,  90.598)      21486             0       1       6    82544
2012-133T23:00:48.2808Z [May 12] ( 23.527,  90.300)     561521            55       9      58    82544
2012-133T23:00:48.5225Z [May 12] ( 23.345,  90.148)     924055           531       8     177    82544
2012-133T23:00:48.6014Z [May 12] ( 23.663,  90.589)     825218           438      14      87    82544
2012-133T23:00:48.7642Z [May 12] ( 23.470,  90.253)     577992             0       1      50    82544
2012-133T23:00:48.7657Z [May 12] ( 23.534,  90.298)     578726           383      15      63    82544
2012-133T23:00:48.8411Z [May 12] ( 23.413,  90.601)     172093           216       9      34    82544
2012-133T23:00:49.6094Z [May 12] ( 23.447,  90.451)     194526           146       3      36    82544
2012-133T23:00:49.8567Z [May 12] ( 23.533,  90.608)     857920           522      24     107    82544
2012-133T23:00:50.0320Z [May 12] ( 23.601,  90.632)    2968479           878      38     248    82544
2012-133T23:00:50.0532Z [May 12] ( 23.459,  90.697)     146129           225       5      25    82544
2012-133T23:00:50.0838Z [May 12] ( 23.391,  90.777)    1901165           333      24     162    82544
2012-133T23:00:50.1592Z [May 12] ( 23.462,  90.401)    1110148           961      34     213    82544
2012-133T23:00:50.3346Z [May 12] ( 23.444,  90.551)     425008           338       9      57    82544
2012-133T23:00:50.9954Z [May 12] ( 23.370,  90.586)     188779            73       5      30    82544
2012-133T23:00:51.4376Z [May 12] ( 23.518,  90.647)      99499           250       5      19    82544
2012-133T23:00:51.7044Z [May 12] ( 23.688,  90.343)    3534372           769      38     222    82544
2012-133T23:00:52.3039Z [May 12] ( 23.428,  90.675)     898406           592      16      94    82544
2012-133T23:00:52.4401Z [May 12] ( 23.515,  90.343)     447331           539      13      49    82544
2012-133T23:00:52.7174Z [May 12] ( 23.542,  90.665)     241556           574      14      46    82544
2012-133T23:00:52.7823Z [May 12] ( 23.477,  90.437)     163769           148       2      27    82544
2012-133T23:00:53.9692Z [May 12] ( 23.412,  90.454)      81189             0       1      13    82544
2012-133T23:00:54.1446Z [May 12] ( 23.473,  90.684)     669758           787      30      92    82544
2012-133T23:00:54.8697Z [May 12] ( 23.516,  90.581)     531832           782      25      67    82544
2012-133T23:00:55.7526Z [May 12] ( 23.370,  90.461)     837962           194      20      92    82544
2012-133T23:00:55.8310Z [May 12] ( 23.346,  90.543)      98595             0       1      14    82544
2012-133T23:00:55.9028Z [May 12] ( 23.321,  90.587)      96774           202       4      18    82544
2012-133T23:00:56.2933Z [May 12] ( 23.528,  90.729)    1503625           576      29     128    82544
2012-133T23:00:56.3772Z [May 12] ( 23.570,  90.261)    3187661           852      38     189    82544
2012-133T23:00:56.7928Z [May 12] ( 23.656,  90.669)    2120827           551      20     125    82544
2012-133T23:00:56.9450Z [May 12] ( 23.481,  90.636)     770199           741      36     105    82544
2012-133T23:00:58.2646Z [May 12] ( 23.534,  90.393)    2427657           639      37     232    82544
2012-133T23:00:58.6726Z [May 12] ( 23.428,  90.698)     619161           635      14      59    82544
2012-133T23:00:58.9787Z [May 12] ( 23.539,  90.686)     477334           612      22      66    82544
2012-133T23:00:59.1973Z [May 12] ( 23.411,  90.577)     148887            91       5      25    82544
2012-133T23:00:59.5123Z [May 12] ( 23.495,  90.545)     328091           317      11      42    82544
2012-133T23:00:59.7058Z [May 12] ( 23.404,  90.801)    3250104           736      32     238    82544
2012-133T23:01:00.0641Z [May 12] ( 23.516,  90.309)    3269502           792      34     210    82544
2012-133T23:01:00.5118Z [May 12] ( 23.518,  90.664)      40921           123       4       8    82544
2012-133T23:01:01.6414Z [May 12] ( 23.608,  90.653)    4223119           755      39     217    82544
2012-133T23:01:02.1193Z [May 12] ( 23.469,  90.713)     649135           456      18      80    82544
2012-133T23:01:02.3932Z [May 12] ( 23.327,  90.572)     121416             0       1      13    82544
2012-133T23:01:02.4811Z [May 12] ( 23.670,  90.288)    2011055           764      40     151    82544
2012-133T23:01:02.9681Z [May 12] ( 23.349,  90.671)     115080           194       5      22    82544
2012-133T23:01:03.2866Z [May 12] ( 23.499,  90.606)     620327           548      13      49    82544
2012-133T23:01:03.6590Z [May 12] ( 23.440,  90.533)     544251           471      14      81    82544
2012-133T23:01:04.7047Z [May 12] ( 23.365,  90.618)      47542             0       1       8    82544
2012-133T23:01:05.0253Z [May 12] ( 23.576,  90.235)     258706           485      11      35    82544
2012-133T23:01:05.0736Z [May 12] ( 23.540,  90.707)    3347299          1077      61     266    82544
2012-133T23:01:05.8258Z [May 12] ( 23.533,  90.522)     879667           714      21     110    82544
2012-133T23:01:06.1374Z [May 12] ( 23.503,  90.336)     295562           505      13      41    82544
2012-133T23:01:06.5776Z [May 12] ( 23.429,  90.633)      15076             0       1       3    82544
2012-133T23:01:06.6725Z [May 12] ( 23.718,  90.645)    4240850           689      27     202    82544
2012-133T23:01:06.9876Z [May 12] ( 23.474,  90.660)      15075            91       3       3    82544
2012-133T23:01:07.0022Z [May 12] ( 23.431,  90.591)      74584           202       5      14    82544
2012-133T23:01:07.5394Z [May 12] ( 23.385,  90.694)    2726112           322      14     144    82544
2012-133T23:01:07.6414Z [May 12] ( 23.567,  90.322)     899367           477      15      68    82544
2012-133T23:01:08.2268Z [May 12] ( 23.566,  90.595)    1049150           699      20      81    82544
2012-133T23:01:08.2484Z [May 12] ( 23.531,  90.663)     136388           102       6      17    82544
2012-133T23:01:08.7640Z [May 12] ( 23.737,  90.506)     596466           590      17      82    82544
2012-133T23:01:08.7851Z [May 12] ( 23.662,  90.221)     659305           433      13      46    82544
2012-133T23:01:08.8227Z [May 12] ( 23.787,  90.500)     163585            53       5      23    82544
2012-133T23:01:09.3760Z [May 12] ( 23.442,  90.462)     126277             0       1      15    82544
2012-133T23:01:09.3780Z [May 12] ( 23.475,  90.496)     456782           257       5      51    82544
2012-133T23:01:09.5051Z [May 12] ( 23.474,  90.581)      64180             2       2       8    82544
2012-133T23:01:10.1710Z [May 12] ( 23.309,  90.706)     154133           198       5      18    82544
2012-133T23:01:10.1750Z [May 12] ( 23.468,  90.713)     336135           495      12      41    82544
2012-133T23:01:10.1946Z [May 12] ( 23.732,  90.340)      40917             1       2       8    82544
2012-133T23:01:10.2071Z [May 12] ( 23.338,  90.617)     178393           132       5      30    82544
2012-133T23:01:10.5795Z [May 12] ( 23.506,  90.295)     624793           343      13      58    82544
2012-133T23:01:11.4227Z [May 12] ( 23.374,  90.588)      78230            51       3      15    82544
2012-133T23:01:11.4262Z [May 12] ( 23.441,  90.670)     295854           832      18      47    82544
2012-133T23:01:11.7896Z [May 12] ( 23.540,  90.723)     597932           698      19      74    82544
2012-133T23:01:11.8006Z [May 12] ( 23.408,  90.449)      50305           368       3      11    82544
2012-133T23:01:12.2121Z [May 12] ( 23.541,  90.635)      79652           257       8      13    82544
2012-133T23:01:12.7066Z [May 12] ( 23.385,  90.775)    1171757           322      25     117    82544
2012-133T23:01:13.4011Z [May 12] ( 23.515,  90.384)    1052792           838      23     104    82544
2012-133T23:01:13.7237Z [May 12] ( 23.517,  90.570)     233317           515      12      37    82544
2012-133T23:01:13.8543Z [May 12] ( 23.601,  90.640)    1815320           900      41     160    82544
2012-133T23:01:14.0976Z [May 12] ( 23.365,  90.570)      83985            89       3      14    82544
2012-133T23:01:14.1388Z [May 12] ( 23.528,  90.674)      86894           175       3      13    82544
2012-133T23:01:14.5166Z [May 12] ( 23.457,  90.598)     129070            53       4      17    82544
2012-133T23:01:14.6207Z [May 12] ( 23.703,  90.372)    3180862           860      37     196    82544
2012-133T23:01:14.9302Z [May 12] ( 23.712,  90.308)     148260           150       6      21    82544
2012-133T23:01:15.3207Z [May 12] ( 23.401,  90.676)     335510           268      10      38    82544
2012-133T23:01:15.4156Z [May 12] ( 23.360,  90.464)    2541872           880      27     199    82544
2012-133T23:01:15.6161Z [May 12] ( 23.601,  90.273)    1939431           898      33     118    82544
2012-133T23:01:15.9367Z [May 12] ( 23.487,  90.709)     195167           143       6      28    82544
2012-133T23:01:16.0297Z [May 12] ( 23.873,  90.522)    4880096           780      94     471    82544
2012-133T23:01:16.0598Z [May 12] ( 23.507,  92.463)      54227           168       2      12    82544
2012-133T23:01:16.2784Z [May 12] ( 23.317,  90.554)       9342             0       1       2    82544
2012-133T23:01:17.1915Z [May 12] ( 23.531,  90.608)    1593198           841      44     149    82544
2012-133T23:01:17.3096Z [May 12] ( 23.401,  90.613)      40960            44       3       8    82544
2012-133T23:01:18.1101Z [May 12] ( 23.426,  90.530)     673890           590      16      77    82544
2012-133T23:01:18.5648Z [May 12] ( 23.546,  90.683)     228492           431      10      29    82544
2012-133T23:01:18.7101Z [May 12] ( 23.510,  90.294)     771893           388      15      65    82544
2012-133T23:01:19.1417Z [May 12] ( 23.311,  90.658)      71695            92       2      11    82544
2012-133T23:01:19.4729Z [May 12] ( 23.408,  90.637)      19398            90       3       4    82544
2012-133T23:01:19.5909Z [May 12] ( 23.822,  90.258)    2241889           484      22     121    82544
2012-133T23:01:20.0618Z [May 12] ( 23.483,  90.597)       8515             0       1       1    82544
2012-133T23:01:20.1744Z [May 12] ( 23.464,  90.478)     226357            14       2      28    82544
2012-133T23:01:20.2301Z [May 12] ( 23.527,  90.524)       9336            34       2       2    82544
2012-133T23:01:20.2713Z [May 12] ( 23.458,  90.698)    1242663           757      22     101    82544
2012-133T23:01:22.0562Z [May 12] ( 23.407,  90.785)    1276679           424      29     123    82544
2012-133T23:01:22.1085Z [May 12] ( 23.561,  90.289)    1368278           612      26     112    82544
2012-133T23:01:22.1778Z [May 12] ( 23.590,  90.627)    4494393          1699      62     301    82544
2012-133T23:01:22.5954Z [May 12] ( 23.547,  90.674)     267750           185       4      19    82544
2012-133T23:01:23.3220Z [May 12] ( 23.362,  90.548)     190460           198       7      33    82544
2012-133T23:01:23.7502Z [May 12] ( 23.462,  90.488)     127410           239       3      22    82544
2012-133T23:01:24.2105Z [May 12] ( 23.611,  90.457)       9342             0       1       2    82544
2012-133T23:01:24.4361Z [May 12] ( 23.434,  90.588)      57426           289       4      11    82544
2012-133T23:01:24.4733Z [May 12] ( 23.511,  90.607)     143807           675       6      15    82544
2012-133T23:01:24.7813Z [May 12] ( 23.501,  90.369)     618861           204       4      48    82544
2012-133T23:01:25.6622Z [May 12] ( 23.435,  90.697)     135570           377       8      21    82544
2012-133T23:01:26.2567Z [May 12] ( 23.486,  90.481)     302775           288       9      45    82544
2012-133T23:01:26.4285Z [May 12] ( 23.600,  90.230)    2613559           789      36     177    82544
2012-133T23:01:26.5074Z [May 12] ( 23.311,  90.591)      19398             0       1       4    82544
2012-133T23:01:26.6632Z [May 12] ( 23.292,  90.304)      45937             2       2       9    82544
2012-133T23:01:26.8496Z [May 12] ( 23.552,  90.712)     229110           436      15      32    82544
2012-133T23:01:26.9461Z [May 12] ( 23.483,  90.554)      14367            44       2       3    82544
2012-133T23:01:27.1004Z [May 12] ( 23.404,  90.668)     596280           436      12      68    82544
2012-133T23:01:28.0617Z [May 12] ( 23.422,  90.518)     285139           352       8      35    82544
2012-133T23:01:28.3195Z [May 12] ( 23.684,  90.560)     944329           358      19      89    82544
2012-133T23:01:28.5933Z [May 12] ( 23.539,  90.276)      55649           248       5       9    82544
2012-133T23:01:28.7707Z [May 12] ( 23.580,  90.557)      19983             0       1       3    82544
2012-133T23:01:28.8622Z [May 12] ( 23.561,  90.653)      10050             0       1       2    82544
2012-133T23:01:28.9782Z [May 12] ( 23.512,  90.679)     104238           279       6      15    82544
2012-133T23:01:29.1109Z [May 12] ( 23.583,  90.548)      28815            64       2       5    82544
2012-133T23:01:29.5531Z [May 12] ( 23.334,  90.613)     106924           141       3      21    82544
2012-133T23:01:30.1225Z [May 12] ( 23.434,  90.545)      39532           118       3       8    82544
2012-133T23:01:30.3084Z [May 12] ( 23.677,  90.254)    2994654          1201      56     223    82544
